title,summary,link,score,innovation,newness,potential,clarity,relevance
"Veni, Vidi, Vici: Solving the Myriad of Challenges before Knowledge Graph Learning","Knowledge Graphs (KGs) have become increasingly common for representing
large-scale linked data. However, their immense size has required graph
learning systems to assist humans in analysis, interpretation, and pattern
detection. While there have been promising results for researcher- and
clinician- empowerment through a variety of KG learning systems, we identify
four key deficiencies in state-of-the-art graph learning that simultaneously
limit KG learning performance and diminish the ability of humans to interface
optimally with these learning systems. These deficiencies are: 1) lack of
expert knowledge integration, 2) instability to node degree extremity in the
KG, 3) lack of consideration for uncertainty and relevance while learning, and
4) lack of explainability. Furthermore, we characterise state-of-the-art
attempts to solve each of these problems and note that each attempt has largely
been isolated from attempts to solve the other problems. Through a
formalisation of these problems and a review of the literature that addresses
them, we adopt the position that not only are deficiencies in these four key
areas holding back human-KG empowerment, but that the divide-and-conquer
approach to solving these problems as individual units rather than a whole is a
significant barrier to the interface between humans and KG learning systems. We
propose that it is only through integrated, holistic solutions to the
limitations of KG learning systems that human and KG learning co-empowerment
will be efficiently affected. We finally present our ""Veni, Vidi, Vici""
framework that sets a roadmap for effectively and efficiently shifting to a
holistic co-empowerment model in both the KG learning and the broader machine
learning domain.",http://arxiv.org/abs/2402.06098v1,85,18,16,18,16,17
The Effect of Data Poisoning on Counterfactual Explanations,"Counterfactual explanations provide a popular method for analyzing the
predictions of black-box systems, and they can offer the opportunity for
computational recourse by suggesting actionable changes on how to change the
input to obtain a different (i.e. more favorable) system output. However,
recent work highlighted their vulnerability to different types of
manipulations. This work studies the vulnerability of counterfactual
explanations to data poisoning. We formalize data poisoning in the context of
counterfactual explanations for increasing the cost of recourse on three
different levels: locally for a single instance, or a sub-group of instances,
or globally for all instances. We demonstrate that state-of-the-art
counterfactual generation methods \& toolboxes are vulnerable to such data
poisoning.",http://arxiv.org/abs/2402.08290v1,85,16,18,18,18,15
Synthesizing CTA Image Data for Type-B Aortic Dissection using Stable Diffusion Models,"Stable Diffusion (SD) has gained a lot of attention in recent years in the
field of Generative AI thus helping in synthesizing medical imaging data with
distinct features. The aim is to contribute to the ongoing effort focused on
overcoming the limitations of data scarcity and improving the capabilities of
ML algorithms for cardiovascular image processing. Therefore, in this study,
the possibility of generating synthetic cardiac CTA images was explored by
fine-tuning stable diffusion models based on user defined text prompts, using
only limited number of CTA images as input. A comprehensive evaluation of the
synthetic data was conducted by incorporating both quantitative analysis and
qualitative assessment, where a clinician assessed the quality of the generated
data. It has been shown that Cardiac CTA images can be successfully generated
using using Text to Image (T2I) stable diffusion model. The results demonstrate
that the tuned T2I CTA diffusion model was able to generate images with
features that are typically unique to acute type B aortic dissection (TBAD)
medical conditions.",http://arxiv.org/abs/2402.06969v1,85,16,18,17,18,16
Solving Hierarchical Information-Sharing Dec-POMDPs: An Extensive-Form Game Approach,"A recent theory shows that a multi-player decentralized partially observable
Markov decision process can be transformed into an equivalent single-player
game, enabling the application of \citeauthor{bellman}'s principle of
optimality to solve the single-player game by breaking it down into
single-stage subgames. However, this approach entangles the decision variables
of all players at each single-stage subgame, resulting in backups with a
double-exponential complexity. This paper demonstrates how to disentangle these
decision variables while maintaining optimality under hierarchical information
sharing, a prominent management style in our society. To achieve this, we apply
the principle of optimality to solve any single-stage subgame by breaking it
down further into smaller subgames, enabling us to make single-player decisions
at a time. Our approach reveals that extensive-form games always exist with
solutions to a single-stage subgame, significantly reducing time complexity.
Our experimental results show that the algorithms leveraging these findings can
scale up to much larger multi-player games without compromising optimality.",http://arxiv.org/abs/2402.02954v2,85,17,16,16,17,19
Decentralized Proactive Model Offloading and Resource Allocation for Split and Federated Learning,"In the resource-constrained IoT-edge environment, Split Federated (SplitFed)
learning is implemented to enhance training efficiency. This method involves
each IoT device dividing its full DNN model at a designated layer into a
device-side model and a server-side model, then offloading the latter to the
edge server. However, existing research overlooks four critical issues as
follows: (1) the heterogeneity of IoT devices' resource capacities and the
sizes of their local data samples impact training efficiency; (2) the influence
of the edge server's computation and network resource allocation on training
efficiency; (3) the data leakage risk associated with the offloaded server-side
sub-model; (4) the privacy drawbacks of current centralized algorithms.
Consequently, proactively identifying the optimal cut layer and server resource
requirements for each IoT device to minimize training latency while adhering to
data leakage risk rate constraint remains a challenging issue. To address these
problems, this paper first formulates the latency and data leakage risk of
training DNN models using Split Federated learning. Next, we frame the Split
Federated learning problem as a mixed-integer nonlinear programming challenge.
To tackle this, we propose a decentralized Proactive Model Offloading and
Resource Allocation (DP-MORA) scheme, empowering each IoT device to determine
its cut layer and resource requirements based on its local multidimensional
training configuration, without knowledge of other devices' configurations.
Extensive experiments on two real-world datasets demonstrate that the DP-MORA
scheme effectively reduces DNN model training latency, enhances training
efficiency, and complies with data leakage risk constraints compared to several
baseline algorithms across various experimental settings.",http://arxiv.org/abs/2402.06123v1,85,18,17,18,16,16
Causal Learning for Trustworthy Recommender Systems: A Survey,"Recommender Systems (RS) have significantly advanced online content discovery
and personalized decision-making. However, emerging vulnerabilities in RS have
catalyzed a paradigm shift towards Trustworthy RS (TRS). Despite numerous
progress on TRS, most of them focus on data correlations while overlooking the
fundamental causal nature in recommendation. This drawback hinders TRS from
identifying the cause in addressing trustworthiness issues, leading to limited
fairness, robustness, and explainability. To bridge this gap, causal learning
emerges as a class of promising methods to augment TRS. These methods, grounded
in reliable causality, excel in mitigating various biases and noises while
offering insightful explanations for TRS. However, there lacks a timely survey
in this vibrant area. This paper creates an overview of TRS from the
perspective of causal learning. We begin by presenting the advantages and
common procedures of Causality-oriented TRS (CTRS). Then, we identify potential
trustworthiness challenges at each stage and link them to viable causal
solutions, followed by a classification of CTRS methods. Finally, we discuss
several future directions for advancing this field.",http://arxiv.org/abs/2402.08241v1,85,18,17,17,16,17
TL;DR Progress: Multi-faceted Literature Exploration in Text Summarization,"This paper presents TL;DR Progress, a new tool for exploring the literature
on neural text summarization. It organizes 514~papers based on a comprehensive
annotation scheme for text summarization approaches and enables fine-grained,
faceted search. Each paper was manually annotated to capture aspects such as
evaluation metrics, quality dimensions, learning paradigms, challenges
addressed, datasets, and document domains. In addition, a succinct indicative
summary is provided for each paper, consisting of automatically extracted
contextual factors, issues, and proposed solutions. The tool is available
online at https://www.tldr-progress.de, a demo video at
https://youtu.be/uCVRGFvXUj8",http://arxiv.org/abs/2402.06913v1,85,18,16,16,20,15
Parameter-Efficient Fine-Tuning for Pre-Trained Vision Models: A Survey,"Large-scale pre-trained vision models (PVMs) have shown great potential for
adaptability across various downstream vision tasks. However, with
state-of-the-art PVMs growing to billions or even trillions of parameters, the
standard full fine-tuning paradigm is becoming unsustainable due to high
computational and storage demands. In response, researchers are exploring
parameter-efficient fine-tuning (PEFT), which seeks to exceed the performance
of full fine-tuning with minimal parameter modifications. This survey provides
a comprehensive overview and future directions for visual PEFT, offering a
systematic review of the latest advancements. First, we provide a formal
definition of PEFT and discuss model pre-training methods. We then categorize
existing methods into three categories: addition-based, partial-based, and
unified-based. Finally, we introduce the commonly used datasets and
applications and suggest potential future research challenges. A comprehensive
collection of resources is available at
https://github.com/synbol/Awesome-Parameter-Efficient-Transfer-Learning.",http://arxiv.org/abs/2402.02242v2,85,18,16,18,16,17
On the Exploitation of DCT-Traces in the Generative-AI Domain,"Deepfakes represent one of the toughest challenges in the world of
Cybersecurity and Digital Forensics, especially considering the high-quality
results obtained with recent generative AI-based solutions. Almost all
generative models leave unique traces in synthetic data that, if analyzed and
identified in detail, can be exploited to improve the generalization
limitations of existing deepfake detectors. In this paper we analyzed deepfake
images in the frequency domain generated by both GAN and Diffusion Model
engines, examining in detail the underlying statistical distribution of
Discrete Cosine Transform (DCT) coefficients. Recognizing that not all
coefficients contribute equally to image detection, we hypothesize the
existence of a unique ""discriminative fingerprint"", embedded in specific
combinations of coefficients. To identify them, Machine Learning classifiers
were trained on various combinations of coefficients. In addition, the
Explainable AI (XAI) LIME algorithm was used to search for intrinsic
discriminative combinations of coefficients. Finally, we performed a robustness
test to analyze the persistence of traces by applying JPEG compression. The
experimental results reveal the existence of traces left by the generative
models that are more discriminative and persistent at JPEG attacks.",http://arxiv.org/abs/2402.02209v2,85,16,18,18,18,15
NLP for Knowledge Discovery and Information Extraction from Energetics Corpora,"We present a demonstration of the utility of NLP for aiding research into
energetic materials and associated systems. The NLP method enables machine
understanding of textual data, offering an automated route to knowledge
discovery and information extraction from energetics text. We apply three
established unsupervised NLP models: Latent Dirichlet Allocation, Word2Vec, and
the Transformer to a large curated dataset of energetics-related scientific
articles. We demonstrate that each NLP algorithm is capable of identifying
energetic topics and concepts, generating a language model which aligns with
Subject Matter Expert knowledge. Furthermore, we present a document
classification pipeline for energetics text. Our classification pipeline
achieves 59-76\% accuracy depending on the NLP model used, with the highest
performing Transformer model rivaling inter-annotator agreement metrics. The
NLP approaches studied in this work can identify concepts germane to energetics
and therefore hold promise as a tool for accelerating energetics research
efforts and energetics material development.",http://arxiv.org/abs/2402.06964v1,85,18,16,17,17,17
Knowledge Editing on Black-box Large Language Models,"Knowledge editing (KE) aims to efficiently and precisely modify the behavior
of large language models (LLMs) to update specific knowledge without negatively
influencing other knowledge. Current research primarily focuses on white-box
LLMs editing, overlooking an important scenario: black-box LLMs editing, where
LLMs are accessed through interfaces and only textual output is available. To
address the limitations of existing evaluations that are not inapplicable to
black-box LLM editing and lack comprehensiveness, we propose a
multi-perspective evaluation framework, incorporating the assessment of style
retention for the first time. To tackle privacy leaks of editing data and style
over-editing in current methods, we introduce a novel postEdit framework,
resolving privacy concerns through downstream post-processing and maintaining
textual style consistency via fine-grained editing to original responses.
Experiments and analysis on two benchmarks demonstrate that postEdit
outperforms all baselines and achieves strong generalization, especially with
huge improvements on style retention (average $+20.82\%\uparrow$).",http://arxiv.org/abs/2402.08631v1,85,17,15,18,18,17
Nesting Particle Filters for Experimental Design in Dynamical Systems,"In this paper, we propose a novel approach to Bayesian Experimental Design
(BED) for non-exchangeable data that formulates it as risk-sensitive policy
optimization. We develop the Inside-Out SMC^2 algorithm that uses a nested
sequential Monte Carlo (SMC) estimator of the expected information gain and
embeds it into a particle Markov chain Monte Carlo (pMCMC) framework to perform
gradient-based policy optimization. This is in contrast to recent approaches
that rely on biased estimators of the expected information gain (EIG) to
amortize the cost of experiments by learning a design policy in advance.
Numerical validation on a set of dynamical systems showcases the efficacy of
our method in comparison to other state-of-the-art strategies.",http://arxiv.org/abs/2402.07868v1,85,18,17,17,16,17
BBSEA: An Exploration of Brain-Body Synchronization for Embodied Agents,"Embodied agents capable of complex physical skills can improve productivity,
elevate life quality, and reshape human-machine collaboration. We aim at
autonomous training of embodied agents for various tasks involving mainly large
foundation models. It is believed that these models could act as a brain for
embodied agents; however, existing methods heavily rely on humans for task
proposal and scene customization, limiting the learning autonomy, training
efficiency, and generalization of the learned policies. In contrast, we
introduce a brain-body synchronization ({\it BBSEA}) scheme to promote embodied
learning in unknown environments without human involvement. The proposed
combines the wisdom of foundation models (``brain'') with the physical
capabilities of embodied agents (``body''). Specifically, it leverages the
``brain'' to propose learnable physical tasks and success metrics, enabling the
``body'' to automatically acquire various skills by continuously interacting
with the scene. We carry out an exploration of the proposed autonomous learning
scheme in a table-top setting, and we demonstrate that the proposed
synchronization can generate diverse tasks and develop multi-task policies with
promising adaptability to new tasks and configurations. We will release our
data, code, and trained models to facilitate future studies in building
autonomously learning agents with large foundation models in more complex
scenarios. More visualizations are available at
\href{https://bbsea-embodied-ai.github.io}{https://bbsea-embodied-ai.github.io}",http://arxiv.org/abs/2402.08212v1,85,18,17,18,16,16
GeoFormer: A Vision and Sequence Transformer-based Approach for Greenhouse Gas Monitoring,"Air pollution represents a pivotal environmental challenge globally, playing
a major role in climate change via greenhouse gas emissions and negatively
affecting the health of billions. However predicting the spatial and temporal
patterns of pollutants remains challenging. The scarcity of ground-based
monitoring facilities and the dependency of air pollution modeling on
comprehensive datasets, often inaccessible for numerous areas, complicate this
issue. In this work, we introduce GeoFormer, a compact model that combines a
vision transformer module with a highly efficient time-series transformer
module to predict surface-level nitrogen dioxide (NO2) concentrations from
Sentinel-5P satellite imagery. We train the proposed model to predict
surface-level NO2 measurements using a dataset we constructed with Sentinel-5P
images of ground-level monitoring stations, and their corresponding NO2
concentration readings. The proposed model attains high accuracy (MAE 5.65),
demonstrating the efficacy of combining vision and time-series transformer
architectures to harness satellite-derived data for enhanced GHG emission
insights, proving instrumental in advancing climate change monitoring and
emission regulation efforts globally.",http://arxiv.org/abs/2402.07164v1,85,18,19,17,16,15
Towards Fast Stochastic Sampling in Diffusion Generative Models,"Diffusion models suffer from slow sample generation at inference time.
Despite recent efforts, improving the sampling efficiency of stochastic
samplers for diffusion models remains a promising direction. We propose
Splitting Integrators for fast stochastic sampling in pre-trained diffusion
models in augmented spaces. Commonly used in molecular dynamics,
splitting-based integrators attempt to improve sampling efficiency by cleverly
alternating between numerical updates involving the data, auxiliary, or noise
variables. However, we show that a naive application of splitting integrators
is sub-optimal for fast sampling. Consequently, we propose several principled
modifications to naive splitting samplers for improving sampling efficiency and
denote the resulting samplers as Reduced Splitting Integrators. In the context
of Phase Space Langevin Diffusion (PSLD) [Pandey \& Mandt, 2023] on CIFAR-10,
our stochastic sampler achieves an FID score of 2.36 in only 100 network
function evaluations (NFE) as compared to 2.63 for the best baselines.",http://arxiv.org/abs/2402.07211v2,85,18,17,16,18,16
RepQuant: Towards Accurate Post-Training Quantization of Large Transformer Models via Scale Reparameterization,"Large transformer models have demonstrated remarkable success. Post-training
quantization (PTQ), which requires only a small dataset for calibration and
avoids end-to-end retraining, is a promising solution for compressing these
large models. Regrettably, existing PTQ methods typically exhibit non-trivial
performance loss. We find that the performance bottleneck stems from
over-consideration of hardware compatibility in the quantization process,
compelling them to reluctantly employ simple quantizers, albeit at the expense
of accuracy. With the above insights, we propose RepQuant, a novel PTQ
framework with quantization-inference decoupling paradigm to address the above
issues. RepQuant employs complex quantizers in the quantization process and
simplified quantizers in the inference process, and performs mathematically
equivalent transformations between the two through quantization scale
reparameterization, thus ensuring both accurate quantization and efficient
inference. More specifically, we focus on two components with extreme
distributions: LayerNorm activations and Softmax activations. Initially, we
apply channel-wise quantization and log$\sqrt{2}$ quantization, respectively,
which are tailored to their distributions. In particular, for the former, we
introduce a learnable per-channel dual clipping scheme, which is designed to
efficiently identify outliers in the unbalanced activations with fine
granularity. Then, we reparameterize the scales to hardware-friendly layer-wise
quantization and log2 quantization for inference. Moreover, quantized weight
reconstruction is seamlessly integrated into the above procedure to further
push the performance limits. Extensive experiments are performed on different
large-scale transformer variants on multiple tasks, including vision, language,
and multi-modal transformers, and RepQuant encouragingly demonstrates
significant performance advantages.",http://arxiv.org/abs/2402.05628v1,85,16,18,18,16,17
ApiQ: Finetuning of 2-Bit Quantized Large Language Model,"Memory-efficient finetuning of large language models (LLMs) has recently
attracted huge attention with the increasing size of LLMs, primarily due to the
constraints posed by GPU memory limitations and the comparable results of these
methods with full finetuning. Despite the advancements, current strategies for
memory-efficient finetuning, such as QLoRA, exhibit inconsistent performance
across diverse bit-width quantizations and multifaceted tasks. This
inconsistency largely stems from the detrimental impact of the quantization
process on preserved knowledge, leading to catastrophic forgetting and
undermining the utilization of pretrained models for finetuning purposes. In
this work, we introduce a novel quantization framework named ApiQ, designed to
restore the lost information from quantization by concurrently initializing
LoRA components and quantizing the weights of LLMs. This approach ensures the
maintenance of the original LLM's activation precision while mitigating the
error propagation from shallower into deeper layers. Through comprehensive
evaluations conducted on a spectrum of language tasks with various models, ApiQ
demonstrably minimizes activation error during quantization. Consequently, it
consistently achieves superior finetuning outcomes across various bit-widths of
quantization.",http://arxiv.org/abs/2402.05147v2,85,18,16,18,16,17
IR-Aware ECO Timing Optimization Using Reinforcement Learning,"Engineering change orders (ECOs) in late stages make minimal design fixes to
recover from timing shifts due to excessive IR drops. This paper integrates
IR-drop-aware timing analysis and ECO timing optimization using reinforcement
learning (RL). The method operates after physical design and power grid
synthesis, and rectifies IR-drop-induced timing degradation through gate
sizing. It incorporates the Lagrangian relaxation (LR) technique into a novel
RL framework, which trains a relational graph convolutional network (R-GCN)
agent to sequentially size gates to fix timing violations. The R-GCN agent
outperforms a classical LR-only algorithm: in an open 45nm technology, it (a)
moves the Pareto front of the delay-area tradeoff curve to the left and (b)
saves runtime over the classical method by running fast inference using trained
models at iso-quality. The RL model is transferable across timing
specifications, and transferable to unseen designs with zero-shot learning or
fine tuning.",http://arxiv.org/abs/2402.07781v1,85,17,18,18,16,16
Everybody Prune Now: Structured Pruning of LLMs with only Forward Passes,"Given the generational gap in available hardware between lay practitioners
and the most endowed institutions, LLMs are becoming increasingly inaccessible
as they grow in size. Whilst many approaches have been proposed to compress
LLMs to make their resource consumption manageable, these methods themselves
tend to be resource intensive, putting them out of the reach of the very user
groups they target. In this work, we explore the problem of structured pruning
of LLMs using only forward passes. We seek to empower practitioners to prune
models so large that their available hardware has just enough memory to run
inference. We develop Bonsai, a gradient-free, perturbative pruning method
capable of delivering small, fast, and accurate pruned models.
  We observe that Bonsai outputs pruned models that (i) outperform those
generated by more expensive gradient-based structured pruning methods, and (ii)
are twice as fast (with comparable accuracy) as those generated by
semi-structured pruning methods requiring comparable resources as Bonsai. We
also leverage Bonsai to produce a new sub-2B model using a single A6000 that
yields state-of-the-art performance on 4/6 tasks on the Huggingface Open LLM
leaderboard.",http://arxiv.org/abs/2402.05406v2,85,18,17,18,16,16
Rethinking Propagation for Unsupervised Graph Domain Adaptation,"Unsupervised Graph Domain Adaptation (UGDA) aims to transfer knowledge from a
labelled source graph to an unlabelled target graph in order to address the
distribution shifts between graph domains. Previous works have primarily
focused on aligning data from the source and target graph in the representation
space learned by graph neural networks (GNNs). However, the inherent
generalization capability of GNNs has been largely overlooked. Motivated by our
empirical analysis, we reevaluate the role of GNNs in graph domain adaptation
and uncover the pivotal role of the propagation process in GNNs for adapting to
different graph domains. We provide a comprehensive theoretical analysis of
UGDA and derive a generalization bound for multi-layer GNNs. By formulating GNN
Lipschitz for k-layer GNNs, we show that the target risk bound can be tighter
by removing propagation layers in source graph and stacking multiple
propagation layers in target graph. Based on the empirical and theoretical
analysis mentioned above, we propose a simple yet effective approach called
A2GNN for graph domain adaptation. Through extensive experiments on real-world
datasets, we demonstrate the effectiveness of our proposed A2GNN framework.",http://arxiv.org/abs/2402.05660v1,85,18,17,17,17,16
Evolving AI for Wellness: Dynamic and Personalized Real-time Loneliness Detection Using Passive Sensing,"Loneliness is a growing health concern as it can lead to depression and other
associated mental health problems for people who experience feelings of
loneliness over prolonged periods of time. Utilizing passive sensing methods
that use smartphone and wearable sensor data to capture daily behavioural
patterns offers a promising approach for the early detection of loneliness.
Given the subjective nature of loneliness and people's varying daily routines,
past detection approaches using machine learning models often face challenges
with effectively detecting loneliness. This paper proposes a methodologically
novel approach, particularly developing a loneliness detection system that
evolves over time, adapts to new data, and provides real-time detection. Our
study utilized the Globem dataset, a comprehensive collection of passive
sensing data acquired over 10 weeks from university students. The base of our
approach is the continuous identification and refinement of similar behavioural
groups among students using an incremental clustering method. As we add new
data, the model improves based on changing behavioural patterns. Parallel to
this, we create and update classification models to detect loneliness among the
evolving behavioural groups of students. When unique behavioural patterns are
observed among student data, specialized classification models have been
created. For predictions of loneliness, a collaborative effort between the
generalized and specialized models is employed, treating each prediction as a
vote. This study's findings reveal that group-based loneliness detection models
exhibit superior performance compared to generic models, underscoring the
necessity for more personalized approaches tailored to specific behavioural
patterns. These results pave the way for future research, emphasizing the
development of finely-tuned, individualized mental health interventions.",http://arxiv.org/abs/2402.05698v1,85,18,16,18,16,17
Real-World Atmospheric Turbulence Correction via Domain Adaptation,"Atmospheric turbulence, a common phenomenon in daily life, is primarily
caused by the uneven heating of the Earth's surface. This phenomenon results in
distorted and blurred acquired images or videos and can significantly impact
downstream vision tasks, particularly those that rely on capturing clear,
stable images or videos from outdoor environments, such as accurately detecting
or recognizing objects. Therefore, people have proposed ways to simulate
atmospheric turbulence and designed effective deep learning-based methods to
remove the atmospheric turbulence effect. However, these synthesized turbulent
images can not cover all the range of real-world turbulence effects. Though the
models have achieved great performance for synthetic scenarios, there always
exists a performance drop when applied to real-world cases. Moreover, reducing
real-world turbulence is a more challenging task as there are no clean ground
truth counterparts provided to the models during training. In this paper, we
propose a real-world atmospheric turbulence mitigation model under a domain
adaptation framework, which links the supervised simulated atmospheric
turbulence correction with the unsupervised real-world atmospheric turbulence
correction. We will show our proposed method enhances performance in real-world
atmospheric turbulence scenarios, improving both image quality and downstream
vision tasks.",http://arxiv.org/abs/2402.07371v1,85,18,17,18,16,16
CounterCLR: Counterfactual Contrastive Learning with Non-random Missing Data in Recommendation,"Recommender systems are designed to learn user preferences from observed
feedback and comprise many fundamental tasks, such as rating prediction and
post-click conversion rate (pCVR) prediction. However, the observed feedback
usually suffer from two issues: selection bias and data sparsity, where biased
and insufficient feedback seriously degrade the performance of recommender
systems in terms of accuracy and ranking. Existing solutions for handling the
issues, such as data imputation and inverse propensity score, are highly
susceptible to additional trained imputation or propensity models. In this
work, we propose a novel counterfactual contrastive learning framework for
recommendation, named CounterCLR, to tackle the problem of non-random missing
data by exploiting the advances in contrast learning. Specifically, the
proposed CounterCLR employs a deep representation network, called CauNet, to
infer non-random missing data in recommendations and perform user preference
modeling by further introducing a self-supervised contrastive learning task.
Our CounterCLR mitigates the selection bias problem without the need for
additional models or estimators, while also enhancing the generalization
ability in cases of sparse data. Experiments on real-world datasets demonstrate
the effectiveness and superiority of our method.",http://arxiv.org/abs/2402.05740v1,85,16,16,18,18,17
Real-World Robot Applications of Foundation Models: A Review,"Recent developments in foundation models, like Large Language Models (LLMs)
and Vision-Language Models (VLMs), trained on extensive data, facilitate
flexible application across different tasks and modalities. Their impact spans
various fields, including healthcare, education, and robotics. This paper
provides an overview of the practical application of foundation models in
real-world robotics, with a primary emphasis on the replacement of specific
components within existing robot systems. The summary encompasses the
perspective of input-output relationships in foundation models, as well as
their role in perception, motion planning, and control within the field of
robotics. This paper concludes with a discussion of future challenges and
implications for practical robot applications.",http://arxiv.org/abs/2402.05741v1,85,16,18,18,18,15
An Interpretable Low-complexity Model for Wireless Channel Estimation,"With the advent of machine learning, there has been renewed interest in the
problem of wireless channel estimation. This paper presents a novel
low-complexity wireless channel estimation scheme based on a tapped delay line
(TDL) model of wireless signal propagation, where a data-driven machine
learning approach is used to estimate the path delays and gains. Advantages of
this approach include low computation time and training data requirements, as
well as interpretability since the estimated model parameters and their
variance provide comprehensive representation of the dynamic wireless multipath
environment. We evaluate this model's performance using Matlab's ray-tracing
tool under static and dynamic conditions for increased realism instead of the
standard evaluation approaches using statistical channel models. Our results
show that our TDL-based model can accurately estimate the path delays and
associated gains for a broad-range of locations and operating conditions.
Root-mean-square estimation error remained less than $10^{-4}$, or $-40$dB, for
SNR $\geq 30$dB in all of our experiments.
  The key motivation for the novel channel estimation model is to gain
environment awareness, i.e., detecting changes in path delays and gains related
to interesting objects and events in the field. The channel state with
multipath delays and gains is a detailed measure to sense the field than the
single-tap channel state indicator calculated in current OFDM systems.",http://arxiv.org/abs/2402.07385v1,85,18,16,18,18,15
Generalized Preference Optimization: A Unified Approach to Offline Alignment,"Offline preference optimization allows fine-tuning large models directly from
offline data, and has proved effective in recent alignment practices. We
propose generalized preference optimization (GPO), a family of offline losses
parameterized by a general class of convex functions. GPO enables a unified
view over preference optimization, encompassing existing algorithms such as
DPO, IPO and SLiC as special cases, while naturally introducing new variants.
The GPO framework also sheds light on how offline algorithms enforce
regularization, through the design of the convex function that defines the
loss. Our analysis and experiments reveal the connections and subtle
differences between the offline regularization and the KL divergence
regularization intended by the canonical RLHF formulation. In all, our results
present new algorithmic toolkits and empirical insights to alignment
practitioners.",http://arxiv.org/abs/2402.05749v1,85,18,18,17,16,16
Enhancing Programming Error Messages in Real Time with Generative AI,"Generative AI is changing the way that many disciplines are taught, including
computer science. Researchers have shown that generative AI tools are capable
of solving programming problems, writing extensive blocks of code, and
explaining complex code in simple terms. Particular promise has been shown in
using generative AI to enhance programming error messages. Both students and
instructors have complained for decades that these messages are often cryptic
and difficult to understand. Yet recent work has shown that students make fewer
repeated errors when enhanced via GPT-4. We extend this work by implementing
feedback from ChatGPT for all programs submitted to our automated assessment
tool, Athene, providing help for compiler, run-time, and logic errors. Our
results indicate that adding generative AI to an automated assessment tool does
not necessarily make it better and that design of the interface matters greatly
to the usability of the feedback that GPT-4 provided.",http://dx.doi.org/10.1145/3613905.3647967,85,18,16,18,16,17
A Survey on Safe Multi-Modal Learning System,"With the wide deployment of multimodal learning systems (MMLS) in real-world
scenarios, safety concerns have become increasingly prominent. The absence of
systematic research into their safety is a significant barrier to progress in
this field. To bridge the gap, we present the first taxonomy for MMLS safety,
identifying four essential pillars of these concerns. Leveraging this taxonomy,
we conduct in-depth reviews for each pillar, highlighting key limitations based
on the current state of development. Finally, we pinpoint unique challenges in
MMLS safety and provide potential directions for future research.",http://arxiv.org/abs/2402.05355v1,85,18,17,18,16,16
Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,"The wide availability of specific courses together with the flexibility of
academic plans in university studies reveal the importance of Recommendation
Systems (RSs) in this area. These systems appear as tools that help students to
choose courses that suit to their personal interests and their academic
performance. This paper presents a hybrid RS that combines Collaborative
Filtering (CF) and Content-based Filtering (CBF) using multiple criteria
related both to student and course information to recommend the most suitable
courses to the students. A Genetic Algorithm (GA) has been developed to
automatically discover the optimal RS configuration which include both the most
relevant criteria and the configuration of the rest of parameters. The
experimental study has used real information of Computer Science Degree of
University of Cordoba (Spain) including information gathered from students
during three academic years, counting on 2500 entries of 95 students and 63
courses. Experimental results show a study of the most relevant criteria for
the course recommendation, the importance of using a hybrid model that combines
both student information and course information to increase the reliability of
the recommendations as well as an excellent performance compared to previous
models.",http://dx.doi.org/10.1016/j.knosys.2019.105385,85,16,18,18,16,17
How do Large Language Models Navigate Conflicts between Honesty and Helpfulness?,"In day-to-day communication, people often approximate the truth - for
example, rounding the time or omitting details - in order to be maximally
helpful to the listener. How do large language models (LLMs) handle such
nuanced trade-offs? To address this question, we use psychological models and
experiments designed to characterize human behavior to analyze LLMs. We test a
range of LLMs and explore how optimization for human preferences or
inference-time reasoning affects these trade-offs. We find that reinforcement
learning from human feedback improves both honesty and helpfulness, while
chain-of-thought prompting skews LLMs towards helpfulness over honesty.
Finally, GPT-4 Turbo demonstrates human-like response patterns including
sensitivity to the conversational framing and listener's decision context. Our
findings reveal the conversational values internalized by LLMs and suggest that
even these abstract values can, to a degree, be steered by zero-shot prompting.",http://arxiv.org/abs/2402.07282v2,85,17,17,16,18,17
FAQ-Gen: An automated system to generate domain-specific FAQs to aid content comprehension,"Frequently Asked Questions (FAQs) refer to the most common inquiries about
specific content. They serve as content comprehension aids by simplifying
topics and enhancing understanding through succinct presentation of
information. In this paper, we address FAQ generation as a well-defined Natural
Language Processing (NLP) task through the development of an end-to-end system
leveraging text-to-text transformation models. We present a literature review
covering traditional question-answering systems, highlighting their limitations
when applied directly to the FAQ generation task. We propose our system capable
of building FAQs from textual content tailored to specific domains, enhancing
their accuracy and relevance. We utilise self-curated algorithms for obtaining
optimal representation of information to be provided as input and also for
ranking the question-answer pairs to maximise human comprehension. Qualitative
human evaluation showcases the generated FAQs to be well-constructed and
readable, while also utilising domain-specific constructs to highlight
domain-based nuances and jargon in the original content.",http://arxiv.org/abs/2402.05812v1,85,18,17,17,16,17
